dates,county,cases,deaths
2020-04-08,Allegan,0,0
2020-04-08,Antrim,0,0
2020-04-08,Arenac,1,0
2020-04-08,Barry,0,0
2020-04-08,Bay,8,0
2020-04-08,Berrien,8,0
2020-04-08,Branch,2,0
2020-04-08,Calhoun,8,0
2020-04-08,Cass,0,0
2020-04-08,Charlevoix,0,0
2020-04-08,Cheboygan,0,0
2020-04-08,Chippewa,0,0
2020-04-08,Clare,0,0
2020-04-08,Clinton,9,0
2020-04-08,Crawford,0,0
2020-04-08,Delta,1,0
2020-04-08,Detroit,348,29
2020-04-08,Dickinson,0,0
2020-04-08,Eaton,6,1
2020-04-08,Emmet,1,0
2020-04-08,Genesee,75,6
2020-04-08,Gladwin,0,0
2020-04-08,Gogebic,0,0
2020-04-08,Grand Traverse,0,0
2020-04-08,Gratiot,-1,0
2020-04-08,Hillsdale,7,0
2020-04-08,Houghton,0,0
2020-04-08,Huron,0,0
2020-04-08,Ingham,16,1
2020-04-08,Ionia,2,0
2020-04-08,Iosco,0,0
2020-04-08,Isabella,0,0
2020-04-08,Jackson,12,0
2020-04-08,Kalamazoo,3,2
2020-04-08,Kalkaska,0,0
2020-04-08,Kent,20,2
2020-04-08,Lapeer,8,2
2020-04-08,Leelanau,1,0
2020-04-08,Lenawee,4,0
2020-04-08,Livingston,19,0
2020-04-08,Luce,0,0
2020-04-08,Mackinac,0,0
2020-04-08,Macomb,212,20
2020-04-08,Manistee,0,0
2020-04-08,Marquette,-1,0
2020-04-08,Mason,0,0
2020-04-08,Mecosta,0,0
2020-04-08,Midland,2,1
2020-04-08,Missaukee,0,0
2020-04-08,Monroe,23,0
2020-04-08,Montcalm,2,0
2020-04-08,Muskegon,1,0
2020-04-08,Newaygo,0,0
2020-04-08,Oakland,271,29
2020-04-08,Oceana,0,0
2020-04-08,Ogemaw,0,0
2020-04-08,Osceola,0,0
2020-04-08,Oscoda,0,0
2020-04-08,Otsego,1,0
2020-04-08,Ottawa,3,0
2020-04-08,Presque Isle,0,0
2020-04-08,Roscommon,0,0
2020-04-08,Saginaw,33,3
2020-04-08,Sanilac,5,0
2020-04-08,Schoolcraft,1,0
2020-04-08,Shiawassee,3,0
2020-04-08,St. Clair,11,0
2020-04-08,St. Joseph,2,0
2020-04-08,Tuscola,1,0
2020-04-08,Van Buren,1,0
2020-04-08,Washtenaw,51,2
2020-04-08,Wayne,233,15
2020-04-08,Wexford,0,0
2020-04-08,Unknown,-45,1
2020-04-08,Non-MI,8,0
2020-04-08,Totals,20346,959
